repository_name,signature_id,framework_id,signature_hash,machine_platform,should_alert,has_subtests,extra_options,tags,option_collection_hash,test,suite,lower_is_better,name,parent_signature,repository_id,measurement_unit,application,job_id,entry_id,push_timestamp,value,revision,push_id
autoland,4061211,13,cc5b0c9f5e1d232181c105bbe011d68079968979,macosx1015-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,PerceptualSpeedIndex,facebook-nav.groups,True,facebook-nav.groups PerceptualSpeedIndex opt cold fission webrender,,77,ms,firefox,,1702367678,2023-05-24T09:10:14,432.0,4b80fda7192d3f38f7f58dbca82283a2e97ebeea,1245720
autoland,4061211,13,cc5b0c9f5e1d232181c105bbe011d68079968979,macosx1015-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,PerceptualSpeedIndex,facebook-nav.groups,True,facebook-nav.groups PerceptualSpeedIndex opt cold fission webrender,,77,ms,firefox,,1702369716,2023-05-24T09:39:14,413.5,a43c8d2c07c1941f31556476cc5d1a2d103d6230,1245732
autoland,4061211,13,cc5b0c9f5e1d232181c105bbe011d68079968979,macosx1015-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,PerceptualSpeedIndex,facebook-nav.groups,True,facebook-nav.groups PerceptualSpeedIndex opt cold fission webrender,,77,ms,firefox,,1702395964,2023-05-24T09:46:23,419.0,0a8e469885812e658c1c703bdbf10772e7a0d610,1245738
autoland,4061211,13,cc5b0c9f5e1d232181c105bbe011d68079968979,macosx1015-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,PerceptualSpeedIndex,facebook-nav.groups,True,facebook-nav.groups PerceptualSpeedIndex opt cold fission webrender,,77,ms,firefox,,1702396154,2023-05-24T09:49:51,431.5,abbc4ea58b3cf14de03e43d09f7b38dbaeb1128d,1245741
autoland,4061211,13,cc5b0c9f5e1d232181c105bbe011d68079968979,macosx1015-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,PerceptualSpeedIndex,facebook-nav.groups,True,facebook-nav.groups PerceptualSpeedIndex opt cold fission webrender,,77,ms,firefox,,1702370026,2023-05-24T09:50:43,418.0,28d0140533440c994bb470f2b31002151e6bddc1,1245743
autoland,4061211,13,cc5b0c9f5e1d232181c105bbe011d68079968979,macosx1015-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,PerceptualSpeedIndex,facebook-nav.groups,True,facebook-nav.groups PerceptualSpeedIndex opt cold fission webrender,,77,ms,firefox,,1702396092,2023-05-24T09:51:48,425.0,f4fc1d8e910fa4f7fb17df1053f1c860b63abe86,1245744
autoland,4061211,13,cc5b0c9f5e1d232181c105bbe011d68079968979,macosx1015-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,PerceptualSpeedIndex,facebook-nav.groups,True,facebook-nav.groups PerceptualSpeedIndex opt cold fission webrender,,77,ms,firefox,,1702371835,2023-05-24T10:26:15,422.5,9f6d3f444f68627471eb5992a1636111eb03b187,1245762
autoland,4061211,13,cc5b0c9f5e1d232181c105bbe011d68079968979,macosx1015-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,PerceptualSpeedIndex,facebook-nav.groups,True,facebook-nav.groups PerceptualSpeedIndex opt cold fission webrender,,77,ms,firefox,,1702369796,2023-05-24T10:28:47,413.0,dbb7e27f8464fb86d7cebe72afe6fdaff97b2181,1245763
autoland,4061211,13,cc5b0c9f5e1d232181c105bbe011d68079968979,macosx1015-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,PerceptualSpeedIndex,facebook-nav.groups,True,facebook-nav.groups PerceptualSpeedIndex opt cold fission webrender,,77,ms,firefox,,1700018334,2023-05-24T10:49:25,413.5,1db51625512e546534a6a7352ff4ff3b9c48d713,1245770
autoland,4061211,13,cc5b0c9f5e1d232181c105bbe011d68079968979,macosx1015-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,PerceptualSpeedIndex,facebook-nav.groups,True,facebook-nav.groups PerceptualSpeedIndex opt cold fission webrender,,77,ms,firefox,,1702362419,2023-05-24T10:49:25,461.0,1db51625512e546534a6a7352ff4ff3b9c48d713,1245770
autoland,4061211,13,cc5b0c9f5e1d232181c105bbe011d68079968979,macosx1015-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,PerceptualSpeedIndex,facebook-nav.groups,True,facebook-nav.groups PerceptualSpeedIndex opt cold fission webrender,,77,ms,firefox,,1702362474,2023-05-24T10:49:25,422.5,1db51625512e546534a6a7352ff4ff3b9c48d713,1245770
autoland,4061211,13,cc5b0c9f5e1d232181c105bbe011d68079968979,macosx1015-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,PerceptualSpeedIndex,facebook-nav.groups,True,facebook-nav.groups PerceptualSpeedIndex opt cold fission webrender,,77,ms,firefox,,1702376751,2023-05-24T12:26:07,424.5,0c2fdb9ff91eb8d9b425a406d944a6ed39c23e88,1245816
autoland,4061211,13,cc5b0c9f5e1d232181c105bbe011d68079968979,macosx1015-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,PerceptualSpeedIndex,facebook-nav.groups,True,facebook-nav.groups PerceptualSpeedIndex opt cold fission webrender,,77,ms,firefox,,1702375247,2023-05-24T12:37:07,413.0,5558ab1d8e4590bdfd54b2826f22350a1b680bc6,1245828
autoland,4061211,13,cc5b0c9f5e1d232181c105bbe011d68079968979,macosx1015-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,PerceptualSpeedIndex,facebook-nav.groups,True,facebook-nav.groups PerceptualSpeedIndex opt cold fission webrender,,77,ms,firefox,,1702395914,2023-05-24T12:44:34,437.0,8f7b3d149a709716d5ad9544d62d3d11fcfb17c0,1245834
autoland,4061211,13,cc5b0c9f5e1d232181c105bbe011d68079968979,macosx1015-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,PerceptualSpeedIndex,facebook-nav.groups,True,facebook-nav.groups PerceptualSpeedIndex opt cold fission webrender,,77,ms,firefox,,1702377967,2023-05-24T12:46:39,430.0,dab89a9f13e01f6f0da7228b246b9647e1f5dda3,1245835
autoland,4061211,13,cc5b0c9f5e1d232181c105bbe011d68079968979,macosx1015-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,PerceptualSpeedIndex,facebook-nav.groups,True,facebook-nav.groups PerceptualSpeedIndex opt cold fission webrender,,77,ms,firefox,,1702389811,2023-05-24T12:58:04,461.0,ee81e273e78b8c21aea7fd9ecfeb4988cef20b41,1245846
autoland,4061211,13,cc5b0c9f5e1d232181c105bbe011d68079968979,macosx1015-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,PerceptualSpeedIndex,facebook-nav.groups,True,facebook-nav.groups PerceptualSpeedIndex opt cold fission webrender,,77,ms,firefox,,1702396012,2023-05-24T13:09:29,417.5,9fa4a7ae19238256fcd261c727ad2b08c6f1a4fd,1245855
