revision,value,repository_name,signature_id,framework_id,signature_hash,machine_platform,should_alert,has_subtests,extra_options,tags,option_collection_hash,test,suite,lower_is_better,name,parent_signature,repository_id,measurement_unit,application,job_id,entry_id,push_timestamp,push_id,test_new_value,test_classifier,alert_prev_push_revision,alert_id,test_amount_pct,alert_performance_tags,test_prev_value,alert_first_triaged,test_series_signature_has_subtests,alert_framework,test_series_signature_framework_id,test_series_signature_suite_public_name,alert_related_alerts,test_taskcluster_metadata_retry_id,alert_prev_push_id,alert_status,alert_push_id,test_status,alert_assignee_username,test_series_signature_signature_hash,test_prev_taskcluster_metadata_task_id,test_series_signature_machine_platform,alert_bug_number,alert_repository,alert_bug_due_date,test_series_signature_test_public_name,alert_issue_tracker,test_amount_abs,test_id,test_series_signature_measurement_unit,test_taskcluster_metadata_task_id,test_backfill_record_total_backfills_successful,test_summary_id,test_series_signature_option_collection_hash,test_prev_taskcluster_metadata_retry_id,test_is_regression,test_manually_created,test_classifier_email,test_backfill_record_total_backfills_failed,test_backfill_record_total_actions_triggered,alert_assignee_email,alert_creation_timestamp,test_prev_profile_url,alert_notes,test_series_signature_test,test_noise_profile,test_series_signature_lower_is_better,alert_revision,test_related_summary_id,alert_bug_updated,test_profile_url,test_backfill_record_context,test_starred,test_backfill_record_total_backfills_in_progress,test_t_value,test_series_signature_suite,test_series_signature_extra_options,test_backfill_record_status,test_series_signature_tags,alert_triage_due_date,alert_status_general,test_status_general
1db51625512e546534a6a7352ff4ff3b9c48d713,51539968.0,autoland,4576502,12,01acad0d275bfe71590a5dfe8b0ba86b92c77e5d,linux1804-64-tsan-qr,,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,memory,reload-webconsole:content-process,True,reload-webconsole:content-process memory opt ,,77,,,,1699958207,2023-05-24 10:49:25,1245770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
6a96bb1f430f92b83cc31f74db4e4c1f71e155e5,47734784.0,autoland,4576502,12,01acad0d275bfe71590a5dfe8b0ba86b92c77e5d,linux1804-64-tsan-qr,,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,memory,reload-webconsole:content-process,True,reload-webconsole:content-process memory opt ,,77,,,,1700068205,2023-05-24 13:34:40,1245871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
b9da43bde2c92655235855f4bb966f7a2537eafa,48947200.0,autoland,4576502,12,01acad0d275bfe71590a5dfe8b0ba86b92c77e5d,linux1804-64-tsan-qr,,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,memory,reload-webconsole:content-process,True,reload-webconsole:content-process memory opt ,,77,,,,1700156406,2023-05-24 17:26:23,1246058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
468123d0735b96f7486f1e1a4de373e3dd7520bd,51056640.0,autoland,4576502,12,01acad0d275bfe71590a5dfe8b0ba86b92c77e5d,linux1804-64-tsan-qr,,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,memory,reload-webconsole:content-process,True,reload-webconsole:content-process memory opt ,,77,,,,1700274608,2023-05-24 21:30:03,1246204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
c1577427eba79d954813d300bfe6d4f09e0249f0,54185984.0,autoland,4576502,12,01acad0d275bfe71590a5dfe8b0ba86b92c77e5d,linux1804-64-tsan-qr,,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,memory,reload-webconsole:content-process,True,reload-webconsole:content-process memory opt ,,77,,,,1700390585,2023-05-25 01:52:13,1246339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
ee3230b1fe26e5521d07465dcab71e75d586e422,51417088.0,autoland,4576502,12,01acad0d275bfe71590a5dfe8b0ba86b92c77e5d,linux1804-64-tsan-qr,,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,memory,reload-webconsole:content-process,True,reload-webconsole:content-process memory opt ,,77,,,,1700444109,2023-05-25 06:53:28,1246434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
0cd7e9f3c07773af459b1d5676b4f14a1a4c2844,48885760.0,autoland,4576502,12,01acad0d275bfe71590a5dfe8b0ba86b92c77e5d,linux1804-64-tsan-qr,,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,memory,reload-webconsole:content-process,True,reload-webconsole:content-process memory opt ,,77,,,,1700488282,2023-05-25 09:03:58,1246517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
09f3ed0c8776aaa707aab014022efa3a16e01a6e,49487872.0,autoland,4576502,12,01acad0d275bfe71590a5dfe8b0ba86b92c77e5d,linux1804-64-tsan-qr,,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,memory,reload-webconsole:content-process,True,reload-webconsole:content-process memory opt ,,77,,,,1700599147,2023-05-25 13:17:19,1246661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
6e07dad252683bcc1ed82d6a973adda9b490af1f,50950144.0,autoland,4576502,12,01acad0d275bfe71590a5dfe8b0ba86b92c77e5d,linux1804-64-tsan-qr,,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,memory,reload-webconsole:content-process,True,reload-webconsole:content-process memory opt ,,77,,,,1700613926,2023-05-25 13:25:13,1246670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
4971297a8917c4ce5f9136ebb0c82cde74eb50c4,48504832.0,autoland,4576502,12,01acad0d275bfe71590a5dfe8b0ba86b92c77e5d,linux1804-64-tsan-qr,,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,memory,reload-webconsole:content-process,True,reload-webconsole:content-process memory opt ,,77,,,,1700692277,2023-05-25 17:00:24,1246837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
6d91b4ed2bb8fbe97d7f5fcf7cad0e6f2bb6ad2f,50466816.0,autoland,4576502,12,01acad0d275bfe71590a5dfe8b0ba86b92c77e5d,linux1804-64-tsan-qr,,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,memory,reload-webconsole:content-process,True,reload-webconsole:content-process memory opt ,,77,,,,1700877455,2023-05-25 20:49:35,1247021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
d49f009b89ad3ae1616d96cb1d2d9234ef3f6cda,50454528.0,autoland,4576502,12,01acad0d275bfe71590a5dfe8b0ba86b92c77e5d,linux1804-64-tsan-qr,,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,memory,reload-webconsole:content-process,True,reload-webconsole:content-process memory opt ,,77,,,,1701007493,2023-05-26 00:58:32,1247180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
ffc18acbe9c027a3d6c960322b40a9d0576af311,50364416.0,autoland,4576502,12,01acad0d275bfe71590a5dfe8b0ba86b92c77e5d,linux1804-64-tsan-qr,,False,,,102210fe594ee9b33d82058545b1ed14f4c8206e,memory,reload-webconsole:content-process,True,reload-webconsole:content-process memory opt ,,77,,,,1701107675,2023-05-26 04:58:44,1247241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
