repository_name,signature_id,framework_id,signature_hash,machine_platform,should_alert,has_subtests,extra_options,tags,option_collection_hash,test,suite,lower_is_better,name,parent_signature,repository_id,measurement_unit,application,job_id,entry_id,push_timestamp,value,revision,push_id,test_new_value,test_classifier,alert_prev_push_revision,alert_id,test_amount_pct,alert_performance_tags,test_prev_value,alert_first_triaged,test_series_signature_has_subtests,alert_framework,test_series_signature_framework_id,test_series_signature_suite_public_name,alert_related_alerts,test_taskcluster_metadata_retry_id,alert_prev_push_id,alert_status,alert_push_id,test_status,alert_assignee_username,test_series_signature_signature_hash,test_prev_taskcluster_metadata_task_id,test_series_signature_machine_platform,alert_bug_number,alert_repository,alert_bug_due_date,test_series_signature_test_public_name,alert_issue_tracker,test_amount_abs,test_id,test_series_signature_measurement_unit,test_taskcluster_metadata_task_id,test_backfill_record_total_backfills_successful,test_summary_id,test_series_signature_option_collection_hash,test_prev_taskcluster_metadata_retry_id,test_is_regression,test_manually_created,test_classifier_email,test_backfill_record_total_backfills_failed,test_backfill_record_total_actions_triggered,alert_assignee_email,alert_creation_timestamp,test_prev_profile_url,alert_notes,test_series_signature_test,test_noise_profile,test_series_signature_lower_is_better,alert_revision,test_related_summary_id,alert_bug_updated,test_profile_url,test_backfill_record_context,test_starred,test_backfill_record_total_backfills_in_progress,test_t_value,test_series_signature_suite,test_series_signature_extra_options,test_backfill_record_status,test_series_signature_tags,alert_triage_due_date,alert_status_general,test_status_general
mozilla-release,2780728,2,62d18e7178e5e49e8c418c03abac5bfcf7966f59,gecko-decision,True,True,,,102210fe594ee9b33d82058545b1ed14f4c8206e,,decision,True,decision opt ,,7,,,,1698868777,2023-05-22 13:40:52,175.0664540050002,f33c60c4ff99d5beed15c73b80250287090e2861,1244394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
mozilla-release,2780728,2,62d18e7178e5e49e8c418c03abac5bfcf7966f59,gecko-decision,True,True,,,102210fe594ee9b33d82058545b1ed14f4c8206e,,decision,True,decision opt ,,7,,,,1699016746,2023-05-22 17:04:04,139.14765592699996,14198946261c357531556d1e4fb815ba501d6cd9,1244549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
mozilla-release,2780728,2,62d18e7178e5e49e8c418c03abac5bfcf7966f59,gecko-decision,True,True,,,102210fe594ee9b33d82058545b1ed14f4c8206e,,decision,True,decision opt ,,7,,,,1699231016,2023-05-22 17:04:04,142.26604921599994,14198946261c357531556d1e4fb815ba501d6cd9,1244549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
mozilla-release,2780728,2,62d18e7178e5e49e8c418c03abac5bfcf7966f59,gecko-decision,True,True,,,102210fe594ee9b33d82058545b1ed14f4c8206e,,decision,True,decision opt ,,7,,,,1699191322,2023-05-22 17:04:04,152.12412956000003,14198946261c357531556d1e4fb815ba501d6cd9,1244549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
mozilla-release,2780728,2,62d18e7178e5e49e8c418c03abac5bfcf7966f59,gecko-decision,True,True,,,102210fe594ee9b33d82058545b1ed14f4c8206e,,decision,True,decision opt ,,7,,,,1698956256,2023-05-22 17:04:04,126.83599263800002,14198946261c357531556d1e4fb815ba501d6cd9,1244549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
mozilla-release,2780728,2,62d18e7178e5e49e8c418c03abac5bfcf7966f59,gecko-decision,True,True,,,102210fe594ee9b33d82058545b1ed14f4c8206e,,decision,True,decision opt ,,7,,,,1699509935,2023-05-23 14:08:08,129.6960143289998,984f10e01d4ef76653773a041959d685826424e9,1245114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
mozilla-release,2780728,2,62d18e7178e5e49e8c418c03abac5bfcf7966f59,gecko-decision,True,True,,,102210fe594ee9b33d82058545b1ed14f4c8206e,,decision,True,decision opt ,,7,,,,1699845480,2023-05-23 14:08:08,115.31267778799996,984f10e01d4ef76653773a041959d685826424e9,1245114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
mozilla-release,2780728,2,62d18e7178e5e49e8c418c03abac5bfcf7966f59,gecko-decision,True,True,,,102210fe594ee9b33d82058545b1ed14f4c8206e,,decision,True,decision opt ,,7,,,,1699366468,2023-05-23 14:08:08,128.79282489199977,984f10e01d4ef76653773a041959d685826424e9,1245114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
mozilla-release,2780728,2,62d18e7178e5e49e8c418c03abac5bfcf7966f59,gecko-decision,True,True,,,102210fe594ee9b33d82058545b1ed14f4c8206e,,decision,True,decision opt ,,7,,,,1699923608,2023-05-23 14:08:08,140.49689311099974,984f10e01d4ef76653773a041959d685826424e9,1245114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
mozilla-release,2780728,2,62d18e7178e5e49e8c418c03abac5bfcf7966f59,gecko-decision,True,True,,,102210fe594ee9b33d82058545b1ed14f4c8206e,,decision,True,decision opt ,,7,,,,1700186674,2023-05-23 14:08:08,147.94483816699994,984f10e01d4ef76653773a041959d685826424e9,1245114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
mozilla-release,2780728,2,62d18e7178e5e49e8c418c03abac5bfcf7966f59,gecko-decision,True,True,,,102210fe594ee9b33d82058545b1ed14f4c8206e,,decision,True,decision opt ,,7,,,,1700437078,2023-05-23 14:08:08,122.01938328900007,984f10e01d4ef76653773a041959d685826424e9,1245114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
mozilla-release,2780728,2,62d18e7178e5e49e8c418c03abac5bfcf7966f59,gecko-decision,True,True,,,102210fe594ee9b33d82058545b1ed14f4c8206e,,decision,True,decision opt ,,7,,,,1700453438,2023-05-23 14:08:08,127.6501315510004,984f10e01d4ef76653773a041959d685826424e9,1245114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN,TN
