repository_name,signature_id,framework_id,signature_hash,machine_platform,should_alert,has_subtests,extra_options,tags,option_collection_hash,test,suite,lower_is_better,name,parent_signature,repository_id,measurement_unit,application,job_id,entry_id,push_timestamp,value,revision,push_id
autoland,4060920,13,011bd18d6f6042dc72a2f861fefa61cbcd3b5049,linux1804-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,SpeedIndex,facebook-nav.friends,True,facebook-nav.friends SpeedIndex opt cold fission webrender,,77,ms,firefox,,1704434379,2023-05-24T10:49:25,215.5,1db51625512e546534a6a7352ff4ff3b9c48d713,1245770
autoland,4060920,13,011bd18d6f6042dc72a2f861fefa61cbcd3b5049,linux1804-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,SpeedIndex,facebook-nav.friends,True,facebook-nav.friends SpeedIndex opt cold fission webrender,,77,ms,firefox,,1704433514,2023-05-24T10:49:25,215.0,1db51625512e546534a6a7352ff4ff3b9c48d713,1245770
autoland,4060920,13,011bd18d6f6042dc72a2f861fefa61cbcd3b5049,linux1804-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,SpeedIndex,facebook-nav.friends,True,facebook-nav.friends SpeedIndex opt cold fission webrender,,77,ms,firefox,,1700015656,2023-05-24T10:49:25,215.0,1db51625512e546534a6a7352ff4ff3b9c48d713,1245770
autoland,4060920,13,011bd18d6f6042dc72a2f861fefa61cbcd3b5049,linux1804-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,SpeedIndex,facebook-nav.friends,True,facebook-nav.friends SpeedIndex opt cold fission webrender,,77,ms,firefox,,1704434444,2023-05-24T10:49:25,215.0,1db51625512e546534a6a7352ff4ff3b9c48d713,1245770
autoland,4060920,13,011bd18d6f6042dc72a2f861fefa61cbcd3b5049,linux1804-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,SpeedIndex,facebook-nav.friends,True,facebook-nav.friends SpeedIndex opt cold fission webrender,,77,ms,firefox,,1704441186,2023-05-24T10:49:25,215.0,1db51625512e546534a6a7352ff4ff3b9c48d713,1245770
autoland,4060920,13,011bd18d6f6042dc72a2f861fefa61cbcd3b5049,linux1804-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,SpeedIndex,facebook-nav.friends,True,facebook-nav.friends SpeedIndex opt cold fission webrender,,77,ms,firefox,,1700076443,2023-05-24T13:34:40,215.0,6a96bb1f430f92b83cc31f74db4e4c1f71e155e5,1245871
autoland,4060920,13,011bd18d6f6042dc72a2f861fefa61cbcd3b5049,linux1804-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,SpeedIndex,facebook-nav.friends,True,facebook-nav.friends SpeedIndex opt cold fission webrender,,77,ms,firefox,,1704434214,2023-05-24T13:34:40,215.0,6a96bb1f430f92b83cc31f74db4e4c1f71e155e5,1245871
autoland,4060920,13,011bd18d6f6042dc72a2f861fefa61cbcd3b5049,linux1804-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,SpeedIndex,facebook-nav.friends,True,facebook-nav.friends SpeedIndex opt cold fission webrender,,77,ms,firefox,,1704434333,2023-05-24T13:34:40,215.0,6a96bb1f430f92b83cc31f74db4e4c1f71e155e5,1245871
autoland,4060920,13,011bd18d6f6042dc72a2f861fefa61cbcd3b5049,linux1804-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,SpeedIndex,facebook-nav.friends,True,facebook-nav.friends SpeedIndex opt cold fission webrender,,77,ms,firefox,,1704434976,2023-05-24T13:34:40,215.0,6a96bb1f430f92b83cc31f74db4e4c1f71e155e5,1245871
autoland,4060920,13,011bd18d6f6042dc72a2f861fefa61cbcd3b5049,linux1804-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,SpeedIndex,facebook-nav.friends,True,facebook-nav.friends SpeedIndex opt cold fission webrender,,77,ms,firefox,,1704435108,2023-05-24T13:34:40,215.0,6a96bb1f430f92b83cc31f74db4e4c1f71e155e5,1245871
autoland,4060920,13,011bd18d6f6042dc72a2f861fefa61cbcd3b5049,linux1804-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,SpeedIndex,facebook-nav.friends,True,facebook-nav.friends SpeedIndex opt cold fission webrender,,77,ms,firefox,,1700200271,2023-05-24T17:26:23,215.0,b9da43bde2c92655235855f4bb966f7a2537eafa,1246058
autoland,4060920,13,011bd18d6f6042dc72a2f861fefa61cbcd3b5049,linux1804-64-shippable-qr,True,False,,|c|o|l|d| |f|i|s|s|i|o|n| |i|n|t|e|r|a|c|t|i|v|e| |w|e|b|r|e|n|d|e|r|,102210fe594ee9b33d82058545b1ed14f4c8206e,SpeedIndex,facebook-nav.friends,True,facebook-nav.friends SpeedIndex opt cold fission webrender,,77,ms,firefox,,1704435392,2023-05-24T17:26:23,215.0,b9da43bde2c92655235855f4bb966f7a2537eafa,1246058
